,unique_id,time_bin,crime_count,hotspot,predicted
13294,28952,2017-03-29,1.0,0,1
13295,28952,2017-04-12,2.0,0,1
13296,28952,2017-04-26,2.0,0,1
13297,28952,2017-05-10,1.0,0,1
13298,28952,2017-05-24,0.0,0,1
13325,28953,2017-03-01,2.0,0,1
13326,28953,2017-03-15,1.0,0,1
13327,28953,2017-03-29,0.0,0,1
13328,28953,2017-04-12,1.0,0,1
13329,28953,2017-04-26,0.0,0,1
13330,28953,2017-05-10,3.0,1,1
13331,28953,2017-05-24,0.0,0,1
13358,28954,2017-03-01,0.0,0,0
13359,28954,2017-03-15,0.0,0,0
13360,28954,2017-03-29,1.0,0,0
13361,28954,2017-04-12,1.0,0,0
13362,28954,2017-04-26,3.0,1,0
13363,28954,2017-05-10,0.0,0,1
13364,28954,2017-05-24,1.0,0,1
13391,28955,2017-03-01,3.0,1,1
13392,28955,2017-03-15,1.0,0,1
13393,28955,2017-03-29,2.0,0,1
13394,28955,2017-04-12,1.0,0,1
13395,28955,2017-04-26,1.0,0,1
13396,28955,2017-05-10,4.0,1,1
13397,28955,2017-05-24,3.0,1,1
13424,28956,2017-03-01,1.0,0,1
13425,28956,2017-03-15,2.0,0,1
13426,28956,2017-03-29,0.0,0,1
13427,28956,2017-04-12,1.0,0,1
13428,28956,2017-04-26,0.0,0,1
13429,28956,2017-05-10,0.0,0,1
13430,28956,2017-05-24,0.0,0,1
13457,28958,2017-03-01,3.0,1,0
13458,28958,2017-03-15,0.0,0,1
13459,28958,2017-03-29,0.0,0,1
13460,28958,2017-04-12,0.0,0,0
13461,28958,2017-04-26,0.0,0,0
13462,28958,2017-05-10,0.0,0,0
13463,28958,2017-05-24,0.0,0,0
13490,28992,2017-03-01,0.0,0,0
13491,28992,2017-03-15,0.0,0,0
13492,28992,2017-03-29,0.0,0,0
13493,28992,2017-04-12,0.0,0,0
13494,28992,2017-04-26,0.0,0,0
13495,28992,2017-05-10,0.0,0,0
13496,28992,2017-05-24,0.0,0,0
13523,28993,2017-03-01,0.0,0,0
13524,28993,2017-03-15,0.0,0,0
13525,28993,2017-03-29,0.0,0,0
13526,28993,2017-04-12,0.0,0,0
13527,28993,2017-04-26,0.0,0,0
13528,28993,2017-05-10,0.0,0,0
13529,28993,2017-05-24,0.0,0,0
13556,28999,2017-03-01,0.0,0,0
13557,28999,2017-03-15,0.0,0,0
13558,28999,2017-03-29,0.0,0,0
13559,28999,2017-04-12,0.0,0,0
13560,28999,2017-04-26,0.0,0,0
13561,28999,2017-05-10,0.0,0,0
13562,28999,2017-05-24,0.0,0,0
13589,29009,2017-03-01,0.0,0,0
13590,29009,2017-03-15,0.0,0,0
13591,29009,2017-03-29,4.0,1,0
13592,29009,2017-04-12,1.0,0,1
13593,29009,2017-04-26,1.0,0,1
13594,29009,2017-05-10,0.0,0,1
13595,29009,2017-05-24,0.0,0,0
13622,29015,2017-03-01,0.0,0,0
13623,29015,2017-03-15,0.0,0,0
13624,29015,2017-03-29,0.0,0,0
13625,29015,2017-04-12,0.0,0,0
13626,29015,2017-04-26,0.0,0,0
13627,29015,2017-05-10,0.0,0,0
13628,29015,2017-05-24,0.0,0,0
13655,29079,2017-03-01,1.0,0,0
13656,29079,2017-03-15,0.0,0,0
13657,29079,2017-03-29,0.0,0,0
13658,29079,2017-04-12,0.0,0,0
13659,29079,2017-04-26,0.0,0,0
13660,29079,2017-05-10,0.0,0,0
13661,29079,2017-05-24,0.0,0,0
13688,29082,2017-03-01,1.0,0,0
13689,29082,2017-03-15,0.0,0,0
13690,29082,2017-03-29,0.0,0,0
13691,29082,2017-04-12,2.0,0,0
13692,29082,2017-04-26,0.0,0,1
13693,29082,2017-05-10,0.0,0,0
13694,29082,2017-05-24,0.0,0,0
13721,29179,2017-03-01,0.0,0,0
13722,29179,2017-03-15,0.0,0,0
13723,29179,2017-03-29,0.0,0,0
13724,29179,2017-04-12,1.0,0,0
13725,29179,2017-04-26,0.0,0,0
13726,29179,2017-05-10,0.0,0,0
13727,29179,2017-05-24,1.0,0,0
13754,29213,2017-03-01,0.0,0,0
13755,29213,2017-03-15,0.0,0,0
13756,29213,2017-03-29,1.0,0,0
13757,29213,2017-04-12,0.0,0,0
13758,29213,2017-04-26,1.0,0,0
13759,29213,2017-05-10,0.0,0,0
13760,29213,2017-05-24,0.0,0,0
13787,29215,2017-03-01,0.0,0,0
13788,29215,2017-03-15,0.0,0,0
13789,29215,2017-03-29,1.0,0,0
13790,29215,2017-04-12,2.0,0,0
13791,29215,2017-04-26,0.0,0,0
13792,29215,2017-05-10,1.0,0,0
13793,29215,2017-05-24,0.0,0,0
13820,29217,2017-03-01,0.0,0,0
13821,29217,2017-03-15,1.0,0,0
13822,29217,2017-03-29,0.0,0,0
13823,29217,2017-04-12,0.0,0,0
13824,29217,2017-04-26,0.0,0,0
13825,29217,2017-05-10,0.0,0,0
13826,29217,2017-05-24,1.0,0,0
13853,29219,2017-03-01,0.0,0,0
13854,29219,2017-03-15,1.0,0,0
13855,29219,2017-03-29,0.0,0,0
13856,29219,2017-04-12,1.0,0,0
13857,29219,2017-04-26,3.0,1,0
13858,29219,2017-05-10,1.0,0,1
13859,29219,2017-05-24,0.0,0,1
13886,29220,2017-03-01,0.0,0,1
13887,29220,2017-03-15,1.0,0,1
13888,29220,2017-03-29,0.0,0,1
13889,29220,2017-04-12,1.0,0,1
13890,29220,2017-04-26,1.0,0,1
13891,29220,2017-05-10,1.0,0,1
13892,29220,2017-05-24,1.0,0,1
13919,29221,2017-03-01,11.0,1,1
13920,29221,2017-03-15,6.0,1,1
13921,29221,2017-03-29,3.0,1,1
13922,29221,2017-04-12,5.0,1,1
13923,29221,2017-04-26,5.0,1,1
13924,29221,2017-05-10,3.0,1,1
13925,29221,2017-05-24,3.0,1,1
13952,29223,2017-03-01,3.0,1,1
13953,29223,2017-03-15,2.0,0,1
13954,29223,2017-03-29,3.0,1,1
13955,29223,2017-04-12,3.0,1,1
13956,29223,2017-04-26,2.0,0,1
13957,29223,2017-05-10,4.0,1,1
13958,29223,2017-05-24,0.0,0,1
13985,29224,2017-03-01,1.0,0,1
13986,29224,2017-03-15,2.0,0,1
13987,29224,2017-03-29,2.0,0,1
13988,29224,2017-04-12,3.0,1,1
13989,29224,2017-04-26,5.0,1,1
13990,29224,2017-05-10,3.0,1,1
13991,29224,2017-05-24,1.0,0,1
14018,29225,2017-03-01,0.0,0,0
14019,29225,2017-03-15,0.0,0,0
14020,29225,2017-03-29,0.0,0,0
14021,29225,2017-04-12,0.0,0,0
14022,29225,2017-04-26,1.0,0,0
14023,29225,2017-05-10,0.0,0,0
14024,29225,2017-05-24,0.0,0,0
14051,29279,2017-03-01,0.0,0,0
14052,29279,2017-03-15,1.0,0,0
14053,29279,2017-03-29,0.0,0,0
14054,29279,2017-04-12,1.0,0,0
14055,29279,2017-04-26,1.0,0,0
14056,29279,2017-05-10,1.0,0,0
14057,29279,2017-05-24,0.0,0,0
14084,29290,2017-03-01,0.0,0,1
14085,29290,2017-03-15,0.0,0,1
14086,29290,2017-03-29,1.0,0,0
14087,29290,2017-04-12,3.0,1,1
14088,29290,2017-04-26,2.0,0,1
14089,29290,2017-05-10,0.0,0,1
14090,29290,2017-05-24,3.0,1,1
14117,29292,2017-03-01,0.0,0,0
14118,29292,2017-03-15,0.0,0,0
14119,29292,2017-03-29,0.0,0,0
14120,29292,2017-04-12,0.0,0,0
14121,29292,2017-04-26,0.0,0,0
14122,29292,2017-05-10,0.0,0,0
14123,29292,2017-05-24,0.0,0,0
14150,29350,2017-03-01,0.0,0,0
14151,29350,2017-03-15,0.0,0,0
14152,29350,2017-03-29,0.0,0,0
14153,29350,2017-04-12,0.0,0,0
14154,29350,2017-04-26,0.0,0,0
14155,29350,2017-05-10,0.0,0,0
14156,29350,2017-05-24,0.0,0,0
14183,29482,2017-03-01,0.0,0,0
14184,29482,2017-03-15,1.0,0,0
14185,29482,2017-03-29,0.0,0,0
14186,29482,2017-04-12,0.0,0,0
14187,29482,2017-04-26,1.0,0,0
14188,29482,2017-05-10,1.0,0,0
14189,29482,2017-05-24,0.0,0,0
14216,29483,2017-03-01,1.0,0,1
14217,29483,2017-03-15,0.0,0,1
14218,29483,2017-03-29,2.0,0,1
14219,29483,2017-04-12,1.0,0,1
14220,29483,2017-04-26,3.0,1,1
14221,29483,2017-05-10,1.0,0,1
14222,29483,2017-05-24,1.0,0,1
14249,29484,2017-03-01,1.0,0,0
14250,29484,2017-03-15,0.0,0,1
14251,29484,2017-03-29,1.0,0,0
14252,29484,2017-04-12,0.0,0,1
14253,29484,2017-04-26,2.0,0,0
14254,29484,2017-05-10,1.0,0,1
14255,29484,2017-05-24,1.0,0,1
14282,29485,2017-03-01,1.0,0,0
14283,29485,2017-03-15,1.0,0,1
14284,29485,2017-03-29,0.0,0,1
14285,29485,2017-04-12,0.0,0,0
14286,29485,2017-04-26,1.0,0,0
14287,29485,2017-05-10,3.0,1,0
14288,29485,2017-05-24,2.0,0,1
14315,29486,2017-03-01,4.0,1,1
14316,29486,2017-03-15,4.0,1,1
14317,29486,2017-03-29,3.0,1,1
14318,29486,2017-04-12,7.0,1,1
14319,29486,2017-04-26,7.0,1,1
14320,29486,2017-05-10,2.0,0,1
14321,29486,2017-05-24,1.0,0,1
14348,29487,2017-03-01,1.0,0,0
14349,29487,2017-03-15,1.0,0,0
14350,29487,2017-03-29,0.0,0,0
14351,29487,2017-04-12,1.0,0,0
14352,29487,2017-04-26,0.0,0,0
14353,29487,2017-05-10,0.0,0,0
14354,29487,2017-05-24,1.0,0,0
14381,29488,2017-03-01,0.0,0,0
14382,29488,2017-03-15,0.0,0,0
14383,29488,2017-03-29,0.0,0,0
14384,29488,2017-04-12,0.0,0,0
14385,29488,2017-04-26,0.0,0,0
14386,29488,2017-05-10,0.0,0,0
14387,29488,2017-05-24,1.0,0,0
14414,29491,2017-03-01,1.0,0,1
14415,29491,2017-03-15,1.0,0,1
14416,29491,2017-03-29,0.0,0,1
14417,29491,2017-04-12,1.0,0,1
14418,29491,2017-04-26,0.0,0,1
14419,29491,2017-05-10,0.0,0,0
14420,29491,2017-05-24,1.0,0,0
14447,29514,2017-03-01,0.0,0,0
14448,29514,2017-03-15,0.0,0,0
14449,29514,2017-03-29,0.0,0,0
14450,29514,2017-04-12,0.0,0,0
14451,29514,2017-04-26,0.0,0,0
14452,29514,2017-05-10,0.0,0,0
14453,29514,2017-05-24,0.0,0,0
14480,29558,2017-03-01,0.0,0,0
14481,29558,2017-03-15,0.0,0,0
14482,29558,2017-03-29,0.0,0,0
14483,29558,2017-04-12,0.0,0,0
14484,29558,2017-04-26,0.0,0,0
14485,29558,2017-05-10,0.0,0,0
14486,29558,2017-05-24,0.0,0,0
14513,29612,2017-03-01,0.0,0,0
14514,29612,2017-03-15,0.0,0,0
14515,29612,2017-03-29,0.0,0,0
14516,29612,2017-04-12,0.0,0,0
14517,29612,2017-04-26,0.0,0,0
14518,29612,2017-05-10,0.0,0,0
14519,29612,2017-05-24,0.0,0,0
14546,29740,2017-03-01,0.0,0,0
14547,29740,2017-03-15,0.0,0,0
14548,29740,2017-03-29,1.0,0,0
14549,29740,2017-04-12,0.0,0,0
14550,29740,2017-04-26,0.0,0,0
14551,29740,2017-05-10,1.0,0,0
14552,29740,2017-05-24,0.0,0,0
14579,29741,2017-03-01,0.0,0,0
14580,29741,2017-03-15,0.0,0,0
14581,29741,2017-03-29,0.0,0,0
14582,29741,2017-04-12,0.0,0,0
14583,29741,2017-04-26,0.0,0,0
14584,29741,2017-05-10,0.0,0,0
14585,29741,2017-05-24,1.0,0,0
14612,29742,2017-03-01,1.0,0,1
14613,29742,2017-03-15,2.0,0,1
14614,29742,2017-03-29,2.0,0,1
14615,29742,2017-04-12,0.0,0,1
14616,29742,2017-04-26,4.0,1,1
14617,29742,2017-05-10,2.0,0,1
14618,29742,2017-05-24,1.0,0,1
14645,29743,2017-03-01,0.0,0,0
14646,29743,2017-03-15,0.0,0,0
14647,29743,2017-03-29,1.0,0,0
14648,29743,2017-04-12,0.0,0,0
14649,29743,2017-04-26,1.0,0,0
14650,29743,2017-05-10,0.0,0,0
14651,29743,2017-05-24,0.0,0,0
14678,29746,2017-03-01,0.0,0,0
14679,29746,2017-03-15,0.0,0,0
14680,29746,2017-03-29,1.0,0,0
14681,29746,2017-04-12,0.0,0,0
14682,29746,2017-04-26,1.0,0,0
14683,29746,2017-05-10,1.0,0,0
14684,29746,2017-05-24,0.0,0,0
14711,29748,2017-03-01,1.0,0,0
14712,29748,2017-03-15,1.0,0,0
14713,29748,2017-03-29,0.0,0,0
14714,29748,2017-04-12,0.0,0,0
14715,29748,2017-04-26,2.0,0,0
14716,29748,2017-05-10,0.0,0,0
14717,29748,2017-05-24,0.0,0,0
14744,29785,2017-03-01,0.0,0,0
14745,29785,2017-03-15,0.0,0,0
14746,29785,2017-03-29,0.0,0,0
14747,29785,2017-04-12,0.0,0,0
14748,29785,2017-04-26,0.0,0,0
14749,29785,2017-05-10,0.0,0,0
14750,29785,2017-05-24,0.0,0,0
14777,29797,2017-03-01,0.0,0,0
14778,29797,2017-03-15,0.0,0,0
14779,29797,2017-03-29,0.0,0,0
14780,29797,2017-04-12,0.0,0,0
14781,29797,2017-04-26,0.0,0,0
14782,29797,2017-05-10,0.0,0,0
14783,29797,2017-05-24,0.0,0,0
14810,29803,2017-03-01,0.0,0,1
14811,29803,2017-03-15,0.0,0,1
14812,29803,2017-03-29,0.0,0,1
14813,29803,2017-04-12,0.0,0,0
14814,29803,2017-04-26,0.0,0,0
14815,29803,2017-05-10,0.0,0,0
14816,29803,2017-05-24,0.0,0,0
14843,29814,2017-03-01,0.0,0,0
14844,29814,2017-03-15,0.0,0,0
14845,29814,2017-03-29,0.0,0,0
14846,29814,2017-04-12,0.0,0,0
14847,29814,2017-04-26,0.0,0,0
14848,29814,2017-05-10,0.0,0,0
14849,29814,2017-05-24,0.0,0,0
14876,29831,2017-03-01,0.0,0,0
14877,29831,2017-03-15,0.0,0,0
14878,29831,2017-03-29,0.0,0,0
14879,29831,2017-04-12,0.0,0,0
14880,29831,2017-04-26,1.0,0,0
14881,29831,2017-05-10,0.0,0,0
14882,29831,2017-05-24,0.0,0,0
14909,30042,2017-03-01,0.0,0,0
14910,30042,2017-03-15,0.0,0,0
14911,30042,2017-03-29,0.0,0,0
14912,30042,2017-04-12,0.0,0,0
14913,30042,2017-04-26,1.0,0,0
14914,30042,2017-05-10,0.0,0,0
14915,30042,2017-05-24,0.0,0,0
14942,30282,2017-03-01,0.0,0,0
14943,30282,2017-03-15,0.0,0,0
14944,30282,2017-03-29,0.0,0,0
14945,30282,2017-04-12,1.0,0,0
14946,30282,2017-04-26,0.0,0,0
14947,30282,2017-05-10,0.0,0,0
14948,30282,2017-05-24,0.0,0,0
14975,30294,2017-03-01,0.0,0,0
14976,30294,2017-03-15,2.0,0,0
14977,30294,2017-03-29,1.0,0,0
14978,30294,2017-04-12,1.0,0,0
14979,30294,2017-04-26,0.0,0,0
14980,30294,2017-05-10,1.0,0,0
14981,30294,2017-05-24,1.0,0,0
15008,30295,2017-03-01,0.0,0,0
15009,30295,2017-03-15,0.0,0,0
15010,30295,2017-03-29,0.0,0,0
15011,30295,2017-04-12,0.0,0,0
15012,30295,2017-04-26,0.0,0,0
15013,30295,2017-05-10,0.0,0,0
15014,30295,2017-05-24,0.0,0,0
15041,30493,2017-03-01,0.0,0,0
15042,30493,2017-03-15,1.0,0,0
15043,30493,2017-03-29,0.0,0,0
15044,30493,2017-04-12,0.0,0,0
15045,30493,2017-04-26,2.0,0,0
15046,30493,2017-05-10,0.0,0,0
15047,30493,2017-05-24,1.0,0,0
15074,30499,2017-03-01,0.0,0,0
15075,30499,2017-03-15,2.0,0,0
15076,30499,2017-03-29,0.0,0,0
15077,30499,2017-04-12,1.0,0,0
15078,30499,2017-04-26,1.0,0,0
15079,30499,2017-05-10,0.0,0,0
15080,30499,2017-05-24,1.0,0,0
15107,30503,2017-03-01,0.0,0,0
15108,30503,2017-03-15,0.0,0,0
15109,30503,2017-03-29,1.0,0,0
15110,30503,2017-04-12,0.0,0,0
15111,30503,2017-04-26,0.0,0,0
15112,30503,2017-05-10,0.0,0,0
15113,30503,2017-05-24,0.0,0,0
15140,30507,2017-03-01,1.0,0,0
15141,30507,2017-03-15,1.0,0,0
15142,30507,2017-03-29,0.0,0,0
15143,30507,2017-04-12,0.0,0,0
15144,30507,2017-04-26,1.0,0,0
15145,30507,2017-05-10,1.0,0,0
15146,30507,2017-05-24,0.0,0,0
15173,30522,2017-03-01,0.0,0,0
15174,30522,2017-03-15,0.0,0,0
15175,30522,2017-03-29,0.0,0,0
15176,30522,2017-04-12,0.0,0,0
15177,30522,2017-04-26,0.0,0,0
15178,30522,2017-05-10,0.0,0,0
15179,30522,2017-05-24,0.0,0,0
15206,30528,2017-03-01,0.0,0,0
15207,30528,2017-03-15,0.0,0,0
15208,30528,2017-03-29,0.0,0,0
15209,30528,2017-04-12,0.0,0,0
15210,30528,2017-04-26,0.0,0,0
15211,30528,2017-05-10,0.0,0,0
15212,30528,2017-05-24,0.0,0,0
15239,30539,2017-03-01,1.0,0,1
15240,30539,2017-03-15,0.0,0,1
15241,30539,2017-03-29,2.0,0,1
15242,30539,2017-04-12,1.0,0,1
15243,30539,2017-04-26,1.0,0,1
15244,30539,2017-05-10,1.0,0,1
15245,30539,2017-05-24,1.0,0,1
15272,30543,2017-03-01,0.0,0,0
15273,30543,2017-03-15,0.0,0,0
15274,30543,2017-03-29,0.0,0,0
15275,30543,2017-04-12,0.0,0,0
15276,30543,2017-04-26,0.0,0,0
15277,30543,2017-05-10,0.0,0,0
15278,30543,2017-05-24,0.0,0,0
15305,30704,2017-03-01,0.0,0,0
15306,30704,2017-03-15,1.0,0,0
15307,30704,2017-03-29,1.0,0,0
15308,30704,2017-04-12,0.0,0,0
15309,30704,2017-04-26,0.0,0,0
15310,30704,2017-05-10,0.0,0,0
15311,30704,2017-05-24,0.0,0,0
15338,30741,2017-03-01,2.0,0,1
15339,30741,2017-03-15,2.0,0,1
15340,30741,2017-03-29,0.0,0,1
15341,30741,2017-04-12,0.0,0,1
15342,30741,2017-04-26,2.0,0,1
15343,30741,2017-05-10,0.0,0,1
15344,30741,2017-05-24,1.0,0,1
15371,30757,2017-03-01,0.0,0,1
15372,30757,2017-03-15,2.0,0,1
15373,30757,2017-03-29,2.0,0,1
15374,30757,2017-04-12,0.0,0,1
15375,30757,2017-04-26,2.0,0,1
15376,30757,2017-05-10,1.0,0,1
15377,30757,2017-05-24,0.0,0,1
15404,30956,2017-03-01,0.0,0,0
15405,30956,2017-03-15,0.0,0,0
15406,30956,2017-03-29,0.0,0,0
15407,30956,2017-04-12,0.0,0,0
15408,30956,2017-04-26,0.0,0,0
15409,30956,2017-05-10,0.0,0,0
15410,30956,2017-05-24,1.0,0,0
15437,30972,2017-03-01,0.0,0,0
15438,30972,2017-03-15,2.0,0,0
15439,30972,2017-03-29,0.0,0,0
15440,30972,2017-04-12,1.0,0,0
15441,30972,2017-04-26,0.0,0,0
15442,30972,2017-05-10,1.0,0,0
15443,30972,2017-05-24,1.0,0,0
15470,30981,2017-03-01,0.0,0,0
15471,30981,2017-03-15,0.0,0,0
15472,30981,2017-03-29,0.0,0,0
15473,30981,2017-04-12,0.0,0,0
15474,30981,2017-04-26,0.0,0,0
15475,30981,2017-05-10,0.0,0,0
15476,30981,2017-05-24,0.0,0,0
15503,30982,2017-03-01,2.0,0,0
15504,30982,2017-03-15,0.0,0,0
15505,30982,2017-03-29,0.0,0,0
15506,30982,2017-04-12,1.0,0,0
15507,30982,2017-04-26,0.0,0,0
15508,30982,2017-05-10,1.0,0,0
15509,30982,2017-05-24,2.0,0,0
15536,30990,2017-03-01,0.0,0,0
15537,30990,2017-03-15,1.0,0,0
15538,30990,2017-03-29,0.0,0,0
15539,30990,2017-04-12,0.0,0,0
15540,30990,2017-04-26,0.0,0,0
15541,30990,2017-05-10,1.0,0,0
15542,30990,2017-05-24,0.0,0,0
15569,30994,2017-03-01,0.0,0,0
15570,30994,2017-03-15,0.0,0,0
15571,30994,2017-03-29,0.0,0,0
15572,30994,2017-04-12,0.0,0,0
15573,30994,2017-04-26,0.0,0,0
15574,30994,2017-05-10,1.0,0,0
15575,30994,2017-05-24,1.0,0,0
15602,30995,2017-03-01,2.0,0,0
15603,30995,2017-03-15,1.0,0,1
15604,30995,2017-03-29,0.0,0,1
15605,30995,2017-04-12,0.0,0,1
15606,30995,2017-04-26,1.0,0,1
15607,30995,2017-05-10,2.0,0,1
15608,30995,2017-05-24,1.0,0,1
15635,31036,2017-03-01,0.0,0,0
15636,31036,2017-03-15,0.0,0,0
15637,31036,2017-03-29,0.0,0,0
15638,31036,2017-04-12,0.0,0,0
15639,31036,2017-04-26,0.0,0,0
15640,31036,2017-05-10,0.0,0,0
15641,31036,2017-05-24,0.0,0,0
15668,31072,2017-03-01,1.0,0,0
15669,31072,2017-03-15,1.0,0,0
15670,31072,2017-03-29,1.0,0,1
15671,31072,2017-04-12,1.0,0,1
15672,31072,2017-04-26,1.0,0,1
15673,31072,2017-05-10,2.0,0,1
15674,31072,2017-05-24,1.0,0,1
15701,31128,2017-03-01,0.0,0,0
15702,31128,2017-03-15,0.0,0,0
15703,31128,2017-03-29,0.0,0,0
15704,31128,2017-04-12,0.0,0,0
15705,31128,2017-04-26,0.0,0,0
15706,31128,2017-05-10,0.0,0,0
15707,31128,2017-05-24,0.0,0,0
15734,31194,2017-03-01,0.0,0,0
15735,31194,2017-03-15,0.0,0,0
15736,31194,2017-03-29,1.0,0,0
15737,31194,2017-04-12,1.0,0,0
15738,31194,2017-04-26,0.0,0,0
15739,31194,2017-05-10,0.0,0,0
15740,31194,2017-05-24,0.0,0,0
15767,31214,2017-03-01,0.0,0,0
15768,31214,2017-03-15,0.0,0,0
15769,31214,2017-03-29,0.0,0,0
15770,31214,2017-04-12,0.0,0,0
15771,31214,2017-04-26,0.0,0,0
15772,31214,2017-05-10,0.0,0,0
15773,31214,2017-05-24,1.0,0,0
15800,31229,2017-03-01,0.0,0,1
15801,31229,2017-03-15,0.0,0,1
15802,31229,2017-03-29,1.0,0,1
15803,31229,2017-04-12,0.0,0,1
15804,31229,2017-04-26,0.0,0,1
15805,31229,2017-05-10,1.0,0,1
15806,31229,2017-05-24,0.0,0,1
15833,31240,2017-03-01,0.0,0,0
15834,31240,2017-03-15,0.0,0,0
15835,31240,2017-03-29,0.0,0,0
15836,31240,2017-04-12,0.0,0,0
15837,31240,2017-04-26,0.0,0,0
15838,31240,2017-05-10,0.0,0,0
15839,31240,2017-05-24,0.0,0,0
15866,31246,2017-03-01,0.0,0,0
15867,31246,2017-03-15,0.0,0,0
15868,31246,2017-03-29,0.0,0,0
15869,31246,2017-04-12,1.0,0,0
15870,31246,2017-04-26,0.0,0,0
15871,31246,2017-05-10,0.0,0,0
15872,31246,2017-05-24,0.0,0,0
15899,31251,2017-03-01,0.0,0,0
15900,31251,2017-03-15,0.0,0,0
15901,31251,2017-03-29,0.0,0,0
15902,31251,2017-04-12,0.0,0,0
15903,31251,2017-04-26,0.0,0,0
15904,31251,2017-05-10,0.0,0,0
15905,31251,2017-05-24,0.0,0,0
15932,31463,2017-03-01,1.0,0,1
15933,31463,2017-03-15,0.0,0,1
15934,31463,2017-03-29,2.0,0,1
15935,31463,2017-04-12,2.0,0,1
15936,31463,2017-04-26,0.0,0,1
15937,31463,2017-05-10,0.0,0,1
15938,31463,2017-05-24,0.0,0,1
15965,31483,2017-03-01,0.0,0,0
15966,31483,2017-03-15,0.0,0,0
15967,31483,2017-03-29,0.0,0,0
15968,31483,2017-04-12,0.0,0,0
15969,31483,2017-04-26,0.0,0,0
15970,31483,2017-05-10,0.0,0,0
15971,31483,2017-05-24,0.0,0,0
15998,31487,2017-03-01,0.0,0,0
15999,31487,2017-03-15,1.0,0,0
16000,31487,2017-03-29,1.0,0,0
16001,31487,2017-04-12,0.0,0,0
16002,31487,2017-04-26,0.0,0,0
16003,31487,2017-05-10,1.0,0,0
16004,31487,2017-05-24,0.0,0,0
16031,31600,2017-03-01,0.0,0,0
16032,31600,2017-03-15,0.0,0,0
16033,31600,2017-03-29,0.0,0,0
16034,31600,2017-04-12,0.0,0,0
16035,31600,2017-04-26,0.0,0,0
16036,31600,2017-05-10,0.0,0,0
16037,31600,2017-05-24,1.0,0,0
16064,31720,2017-03-01,1.0,0,0
16065,31720,2017-03-15,2.0,0,0
16066,31720,2017-03-29,0.0,0,0
16067,31720,2017-04-12,0.0,0,0
16068,31720,2017-04-26,0.0,0,0
16069,31720,2017-05-10,0.0,0,0
16070,31720,2017-05-24,1.0,0,0
16097,31724,2017-03-01,0.0,0,0
16098,31724,2017-03-15,0.0,0,0
16099,31724,2017-03-29,0.0,0,0
16100,31724,2017-04-12,0.0,0,0
16101,31724,2017-04-26,0.0,0,0
16102,31724,2017-05-10,0.0,0,0
16103,31724,2017-05-24,0.0,0,0
16130,31735,2017-03-01,1.0,0,0
16131,31735,2017-03-15,0.0,0,0
16132,31735,2017-03-29,0.0,0,0
16133,31735,2017-04-12,0.0,0,0
16134,31735,2017-04-26,0.0,0,0
16135,31735,2017-05-10,0.0,0,0
16136,31735,2017-05-24,0.0,0,0
16163,31777,2017-03-01,0.0,0,1
16164,31777,2017-03-15,1.0,0,1
16165,31777,2017-03-29,1.0,0,1
16166,31777,2017-04-12,1.0,0,1
16167,31777,2017-04-26,2.0,0,1
16168,31777,2017-05-10,3.0,1,1
16169,31777,2017-05-24,1.0,0,1
16196,31901,2017-03-01,0.0,0,0
16197,31901,2017-03-15,0.0,0,0
16198,31901,2017-03-29,0.0,0,0
16199,31901,2017-04-12,0.0,0,0
16200,31901,2017-04-26,0.0,0,0
16201,31901,2017-05-10,0.0,0,0
16202,31901,2017-05-24,0.0,0,0
16229,31906,2017-03-01,0.0,0,0
16230,31906,2017-03-15,0.0,0,0
16231,31906,2017-03-29,0.0,0,0
16232,31906,2017-04-12,0.0,0,0
16233,31906,2017-04-26,0.0,0,0
16234,31906,2017-05-10,0.0,0,0
16235,31906,2017-05-24,0.0,0,0
16262,31907,2017-03-01,0.0,0,0
16263,31907,2017-03-15,0.0,0,0
16264,31907,2017-03-29,0.0,0,0
16265,31907,2017-04-12,0.0,0,0
16266,31907,2017-04-26,0.0,0,0
16267,31907,2017-05-10,0.0,0,0
16268,31907,2017-05-24,0.0,0,0
16295,31910,2017-03-01,0.0,0,1
16296,31910,2017-03-15,1.0,0,0
16297,31910,2017-03-29,1.0,0,1
16298,31910,2017-04-12,3.0,1,1
16299,31910,2017-04-26,1.0,0,1
16300,31910,2017-05-10,1.0,0,1
16301,31910,2017-05-24,2.0,0,1
16328,31914,2017-03-01,0.0,0,0
16329,31914,2017-03-15,1.0,0,0
16330,31914,2017-03-29,0.0,0,0
16331,31914,2017-04-12,4.0,1,0
16332,31914,2017-04-26,1.0,0,1
16333,31914,2017-05-10,0.0,0,1
16334,31914,2017-05-24,1.0,0,0
16361,31929,2017-03-01,0.0,0,0
16362,31929,2017-03-15,1.0,0,0
16363,31929,2017-03-29,1.0,0,0
16364,31929,2017-04-12,1.0,0,0
16365,31929,2017-04-26,2.0,0,0
16366,31929,2017-05-10,1.0,0,1
16367,31929,2017-05-24,0.0,0,1
16394,31930,2017-03-01,0.0,0,0
16395,31930,2017-03-15,0.0,0,0
16396,31930,2017-03-29,1.0,0,0
16397,31930,2017-04-12,0.0,0,0
16398,31930,2017-04-26,1.0,0,0
16399,31930,2017-05-10,0.0,0,0
16400,31930,2017-05-24,0.0,0,0
16427,31933,2017-03-01,0.0,0,1
16428,31933,2017-03-15,0.0,0,1
