,unique_id,x_index,y_index,time_bin,crime_count,neighbourhood_crime_count,hotspot
174541,4694,64,53,2013-02-14,1.0,147.0,0
174573,10068,125,51,2013-02-14,2.0,27.0,0
174613,10143,126,41,2013-02-14,1.0,48.0,0
174638,5676,73,51,2013-02-14,5.0,50.0,1
174648,9653,120,60,2013-02-14,0.0,16.0,0
174664,5783,74,61,2013-02-14,0.0,28.0,0
174673,5677,73,52,2013-02-14,2.0,50.0,0
174687,9093,113,73,2013-02-14,1.0,21.0,0
174728,9061,113,41,2013-02-14,0.0,30.0,0
174775,9381,117,32,2013-02-14,1.0,21.0,0
174821,8488,106,30,2013-02-14,0.0,27.0,0
174836,9420,117,75,2013-02-14,0.0,17.0,0
174868,2801,47,97,2013-02-14,2.0,29.0,0
174885,10554,131,37,2013-02-14,0.0,54.0,0
174903,8304,103,78,2013-02-14,5.0,29.0,1
174904,5778,74,56,2013-02-14,0.0,43.0,0
174907,4127,59,58,2013-02-14,2.0,44.0,0
174909,4979,66,107,2013-02-14,0.0,9.0,0
174931,8956,112,20,2013-02-14,0.0,17.0,0
174939,4128,59,59,2013-02-14,1.0,43.0,0
175008,8764,109,71,2013-02-14,0.0,17.0,0
175038,4585,63,59,2013-02-14,1.0,99.0,0
175039,4126,59,57,2013-02-14,0.0,44.0,0
175047,4835,65,79,2013-02-14,3.0,19.0,0
175050,8381,104,78,2013-02-14,0.0,23.0,0
175095,8768,109,75,2013-02-14,0.0,15.0,0
175155,10555,131,38,2013-02-14,3.0,53.0,0
175179,5776,74,54,2013-02-14,2.0,31.0,0
175187,4695,64,54,2013-02-14,2.0,146.0,0
175202,5394,70,72,2013-02-14,1.0,28.0,0
175203,5684,73,59,2013-02-14,1.0,54.0,0
175207,4691,64,50,2013-02-14,1.0,119.0,0
175234,8303,103,77,2013-02-14,1.0,30.0,0
175280,8765,109,72,2013-02-14,0.0,19.0,0
175323,10718,133,41,2013-02-14,0.0,42.0,0
175343,8186,102,37,2013-02-14,1.0,19.0,0
175363,5590,72,65,2013-02-14,0.0,25.0,0
175377,5045,67,58,2013-02-14,2.0,103.0,0
175384,4831,65,75,2013-02-14,1.0,22.0,0
175392,8762,109,69,2013-02-14,2.0,16.0,0
175395,8721,109,28,2013-02-14,0.0,27.0,0
175534,10723,133,46,2013-02-14,0.0,35.0,0
175537,3486,53,92,2013-02-14,0.0,16.0,0
175543,5679,73,54,2013-02-14,0.0,55.0,0
175548,2457,44,98,2013-02-14,0.0,21.0,0
175552,4688,64,47,2013-02-14,1.0,47.0,0
175560,1290,33,96,2013-02-14,0.0,15.0,0
175567,7915,98,74,2013-02-14,6.0,30.0,1
175574,9967,124,35,2013-02-14,3.0,33.0,0
175588,4982,66,110,2013-02-14,1.0,5.0,0
175647,6182,78,71,2013-02-14,0.0,11.0,0
175657,5588,72,63,2013-02-14,1.0,29.0,0
175681,10296,128,25,2013-02-14,0.0,7.0,0
175738,9236,115,51,2013-02-14,2.0,30.0,0
175765,8763,109,70,2013-02-14,0.0,17.0,0
175777,5809,74,87,2013-02-14,0.0,9.0,0
175779,4463,62,53,2013-02-14,1.0,121.0,0
175787,4833,65,77,2013-02-14,2.0,22.0,0
175795,5046,67,59,2013-02-14,0.0,90.0,0
175819,9378,117,29,2013-02-14,0.0,13.0,0
175844,6049,77,35,2013-02-14,0.0,2.0,0
175860,6609,83,32,2013-02-14,2.0,9.0,0
175879,8331,104,28,2013-02-14,0.0,31.0,0
175885,7176,89,61,2013-02-14,0.0,9.0,0
175898,1522,36,95,2013-02-14,1.0,17.0,0
175911,6073,77,59,2013-02-14,1.0,35.0,0
175912,11186,139,41,2013-02-14,1.0,24.0,0
175914,8557,107,20,2013-02-14,2.0,28.0,0
175922,4808,65,52,2013-02-14,2.0,144.0,0
175974,9404,117,55,2013-02-14,0.0,35.0,0
176015,4013,58,55,2013-02-14,0.0,47.0,0
176058,4807,65,51,2013-02-14,3.0,131.0,0
176066,11514,143,47,2013-02-14,1.0,28.0,0
176078,4693,64,52,2013-02-14,2.0,147.0,0
176097,4810,65,54,2013-02-14,9.0,141.0,1
176106,6074,77,60,2013-02-14,5.0,31.0,1
176129,4692,64,51,2013-02-14,0.0,134.0,0
176131,9408,117,59,2013-02-14,0.0,18.0,0
176217,4809,65,53,2013-02-14,3.0,142.0,0
176223,9623,120,30,2013-02-14,1.0,17.0,0
176244,9211,115,26,2013-02-14,0.0,15.0,0
176278,8978,112,42,2013-02-14,3.0,25.0,0
176296,3187,51,21,2013-02-14,0.0,9.0,0
176367,4803,65,47,2013-02-14,1.0,47.0,0
176373,4349,61,55,2013-02-14,2.0,88.0,0
176408,6048,77,34,2013-02-14,0.0,2.0,0
176422,4017,58,59,2013-02-14,0.0,38.0,0
176442,4350,61,56,2013-02-14,2.0,78.0,0
176495,4802,65,46,2013-02-14,1.0,38.0,0
176516,6610,83,33,2013-02-14,0.0,9.0,0
176552,8749,109,56,2013-02-14,0.0,24.0,0
176572,7623,95,19,2013-02-14,0.0,5.0,0
176575,6066,77,52,2013-02-14,0.0,27.0,0
176621,7177,89,62,2013-02-14,0.0,8.0,0
176639,8799,110,28,2013-02-14,0.0,26.0,0
176660,11513,143,46,2013-02-14,0.0,30.0,0
176676,4468,62,58,2013-02-14,0.0,93.0,0
176686,8554,107,17,2013-02-14,0.0,19.0,0
176723,8987,112,51,2013-02-14,0.0,30.0,0
176728,4348,61,54,2013-02-14,1.0,88.0,0
176782,9402,117,53,2013-02-14,2.0,33.0,0
176811,1753,38,101,2013-02-14,0.0,21.0,0
176840,10987,136,72,2013-02-14,0.0,7.0,0
176854,11107,138,37,2013-02-14,0.0,23.0,0
176867,5802,74,80,2013-02-14,0.0,19.0,0
176868,10140,126,38,2013-02-14,1.0,54.0,0
176904,8970,112,34,2013-02-14,0.0,34.0,0
176919,9326,116,58,2013-02-14,1.0,23.0,0
176927,5955,76,39,2013-02-14,0.0,5.0,0
176943,8494,106,36,2013-02-14,0.0,33.0,0
176973,8565,107,28,2013-02-14,0.0,34.0,0
176992,5400,70,78,2013-02-14,0.0,30.0,0
177032,5040,67,53,2013-02-14,6.0,130.0,1
177040,10312,128,41,2013-02-14,3.0,53.0,0
177043,11517,143,50,2013-02-14,2.0,30.0,0
177075,8968,112,32,2013-02-14,0.0,30.0,0
177108,10953,136,38,2013-02-14,0.0,32.0,0
177137,10069,125,52,2013-02-14,1.0,28.0,0
177197,10798,134,41,2013-02-14,1.0,36.0,0
177235,8811,110,40,2013-02-14,1.0,33.0,0
177237,9257,115,73,2013-02-14,0.0,15.0,0
177253,5399,70,77,2013-02-14,0.0,33.0,0
177281,5041,67,54,2013-02-14,0.0,129.0,0
177284,10749,133,72,2013-02-14,0.0,9.0,0
177294,11508,143,41,2013-02-14,2.0,16.0,0
177324,6076,77,62,2013-02-14,0.0,31.0,0
177342,5038,67,51,2013-02-14,2.0,121.0,0
177353,4812,65,56,2013-02-14,0.0,130.0,0
177362,10137,126,35,2013-02-14,0.0,36.0,0
177380,1637,37,103,2013-02-14,1.0,13.0,0
177383,8806,110,35,2013-02-14,0.0,31.0,0
177461,4811,65,55,2013-02-14,2.0,140.0,0
177465,4580,63,54,2013-02-14,3.0,142.0,0
177470,7339,91,60,2013-02-14,0.0,9.0,0
177482,1370,34,97,2013-02-14,1.0,16.0,0
177487,11515,143,48,2013-02-14,2.0,27.0,0
177536,8754,109,61,2013-02-14,1.0,12.0,0
177541,2452,44,93,2013-02-14,0.0,25.0,0
177550,10310,128,39,2013-02-14,0.0,60.0,0
177563,2795,47,91,2013-02-14,0.0,19.0,0
177565,5812,74,90,2013-02-14,1.0,9.0,0
177570,1371,34,98,2013-02-14,0.0,18.0,0
177572,4732,64,91,2013-02-14,0.0,14.0,0
177620,10139,126,37,2013-02-14,6.0,56.0,1
177621,4815,65,59,2013-02-14,1.0,98.0,0
177657,9906,123,60,2013-02-14,0.0,14.0,0
177671,8808,110,37,2013-02-14,1.0,37.0,0
177675,2453,44,94,2013-02-14,1.0,28.0,0
177677,8973,112,37,2013-02-14,1.0,38.0,0
177712,8974,112,38,2013-02-14,0.0,36.0,0
177748,5039,67,52,2013-02-14,2.0,132.0,0
177756,4814,65,58,2013-02-14,0.0,110.0,0
177758,10562,131,45,2013-02-14,2.0,34.0,0
177777,6615,83,38,2013-02-14,0.0,8.0,0
177785,11516,143,49,2013-02-14,3.0,30.0,0
177790,10311,128,40,2013-02-14,1.0,57.0,0
177832,10227,127,41,2013-02-14,0.0,51.0,0
177836,4238,60,57,2013-02-14,3.0,61.0,0
177896,11042,137,49,2013-02-14,2.0,30.0,0
177911,4924,66,52,2013-02-14,5.0,135.0,1
177912,7991,99,73,2013-02-14,0.0,29.0,0
177919,8881,111,28,2013-02-14,0.0,25.0,0
177920,7084,88,52,2013-02-14,1.0,14.0,0
177981,4461,62,51,2013-02-14,0.0,108.0,0
177986,7079,88,47,2013-02-14,0.0,14.0,0
178007,1448,35,101,2013-02-14,0.0,17.0,0
178031,5491,71,67,2013-02-14,1.0,19.0,0
178041,6819,85,60,2013-02-14,0.0,15.0,0
178074,4386,61,92,2013-02-14,0.0,12.0,0
178094,4925,66,53,2013-02-14,1.0,133.0,0
178102,5975,76,59,2013-02-14,0.0,38.0,0
178106,10634,132,37,2013-02-14,0.0,49.0,0
178126,10828,134,71,2013-02-14,0.0,10.0,0
178187,8258,103,32,2013-02-14,0.0,21.0,0
178193,11822,149,34,2013-02-14,2.0,10.0,0
178197,9071,113,51,2013-02-14,2.0,27.0,0
178241,10473,130,37,2013-02-14,1.0,59.0,0
178318,5695,73,70,2013-02-14,0.0,19.0,0
178337,5158,68,56,2013-02-14,3.0,124.0,0
178342,5271,69,55,2013-02-14,3.0,121.0,0
178351,8657,108,42,2013-02-14,0.0,24.0,0
178354,4456,62,46,2013-02-14,0.0,36.0,0
178373,5159,68,57,2013-02-14,1.0,111.0,0
178382,5270,69,54,2013-02-14,2.0,122.0,0
178399,4575,63,49,2013-02-14,0.0,90.0,0
178408,4236,60,55,2013-02-14,1.0,76.0,0
178424,5157,68,55,2013-02-14,5.0,127.0,1
178425,10877,135,40,2013-02-14,1.0,34.0,0
178427,4921,66,49,2013-02-14,0.0,89.0,0
178441,9983,124,51,2013-02-14,0.0,29.0,0
178473,5694,73,69,2013-02-14,0.0,17.0,0
178482,11441,142,52,2013-02-14,4.0,39.0,0
178489,2687,46,97,2013-02-14,0.0,28.0,0
178514,4577,63,51,2013-02-14,2.0,129.0,0
178516,7897,98,56,2013-02-14,0.0,9.0,0
178546,10470,130,34,2013-02-14,0.0,37.0,0
178557,4237,60,56,2013-02-14,2.0,66.0,0
178612,7990,99,72,2013-02-14,0.0,20.0,0
178619,4923,66,51,2013-02-14,0.0,125.0,0
178626,5697,73,72,2013-02-14,0.0,26.0,0
178633,10228,127,42,2013-02-14,2.0,52.0,0
178638,9317,116,49,2013-02-14,0.0,24.0,0
178660,4572,63,46,2013-02-14,0.0,38.0,0
178663,2369,44,8,2013-02-14,0.0,7.0,0
178714,6349,80,49,2013-02-14,0.0,15.0,0
178718,4922,66,50,2013-02-14,0.0,113.0,0
178736,5269,69,53,2013-02-14,0.0,122.0,0
178741,11348,141,41,2013-02-14,0.0,21.0,0
178772,11043,137,50,2013-02-14,1.0,29.0,0
178780,8406,105,26,2013-02-14,0.0,32.0,0
178783,5160,68,58,2013-02-14,2.0,100.0,0
178786,5696,73,71,2013-02-14,0.0,22.0,0
178813,6340,80,40,2013-02-14,0.0,10.0,0
178845,11120,138,50,2013-02-14,0.0,39.0,0
178867,7520,93,77,2013-02-14,0.0,17.0,0
178868,5865,75,47,2013-02-14,0.0,19.0,0
178878,7422,92,61,2013-02-14,1.0,10.0,0
178933,4928,66,56,2013-02-14,2.0,124.0,0
178947,5175,68,73,2013-02-14,0.0,19.0,0
178958,9747,121,71,2013-02-14,0.0,21.0,0
178977,4576,63,50,2013-02-14,5.0,114.0,1
179114,10219,127,33,2013-02-14,0.0,38.0,0
179159,8666,108,51,2013-02-14,0.0,19.0,0
179206,4929,66,57,2013-02-14,0.0,115.0,0
179228,4573,63,47,2013-02-14,0.0,47.0,0
179267,8668,108,53,2013-02-14,1.0,21.0,0
179271,4460,62,50,2013-02-14,5.0,96.0,1
179273,10669,132,72,2013-02-14,2.0,9.0,0
179276,2338,43,98,2013-02-14,3.0,22.0,0
179300,8412,105,32,2013-02-14,0.0,28.0,0
179393,11122,138,52,2013-02-14,0.0,40.0,0
179445,10635,132,38,2013-02-14,2.0,50.0,0
179477,9243,115,58,2013-02-14,1.0,22.0,0
179484,4926,66,54,2013-02-14,4.0,132.0,0
179487,5701,73,76,2013-02-14,1.0,29.0,0
179521,11686,146,34,2013-02-14,2.0,12.0,0
179540,3147,50,96,2013-02-14,3.0,24.0,0
179574,9485,118,58,2013-02-14,0.0,21.0,0
179606,11197,139,52,2013-02-14,0.0,41.0,0
179612,10638,132,41,2013-02-14,2.0,48.0,0
179693,10223,127,37,2013-02-14,4.0,61.0,0
179712,11119,138,49,2013-02-14,1.0,40.0,0
179718,8250,103,24,2013-02-14,4.0,27.0,0
179779,4927,66,55,2013-02-14,1.0,132.0,0
179785,5977,76,61,2013-02-14,1.0,33.0,0
179804,9834,122,74,2013-02-14,1.0,16.0,0
179811,10006,124,74,2013-02-14,1.0,12.0,0
179814,8479,106,21,2013-02-14,0.0,29.0,0
179830,4149,59,80,2013-02-14,0.0,2.0,0
179835,8106,101,33,2013-02-14,1.0,25.0,0
179844,5686,73,61,2013-02-14,0.0,30.0,0
179874,10157,126,55,2013-02-14,1.0,27.0,0
179887,9323,116,55,2013-02-14,1.0,36.0,0
179888,3262,51,96,2013-02-14,1.0,20.0,0
179890,4959,66,87,2013-02-14,1.0,15.0,0
179892,8399,105,19,2013-02-14,0.0,21.0,0
179913,5774,74,52,2013-02-14,2.0,28.0,0
179934,10054,125,37,2013-02-14,0.0,52.0,0
179984,11587,144,49,2013-02-14,2.0,29.0,0
179992,10508,130,72,2013-02-14,0.0,9.0,0
180015,4578,63,52,2013-02-14,0.0,143.0,0
180022,5968,76,52,2013-02-14,1.0,25.0,0
180027,8653,108,38,2013-02-14,5.0,34.0,1
180030,11439,142,50,2013-02-14,2.0,37.0,0
180048,5484,71,60,2013-02-14,0.0,55.0,0
180056,11586,144,48,2013-02-14,0.0,25.0,0
180061,4459,62,49,2013-02-14,0.0,77.0,0
180062,2096,41,94,2013-02-14,1.0,28.0,0
180133,8644,108,29,2013-02-14,0.0,35.0,0
180148,6172,78,61,2013-02-14,1.0,31.0,0
180200,9502,118,75,2013-02-14,1.0,20.0,0
180209,10908,135,71,2013-02-14,2.0,8.0,0
180221,8651,108,36,2013-02-14,0.0,33.0,0
180231,10155,126,53,2013-02-14,2.0,26.0,0
180246,11266,140,41,2013-02-14,1.0,20.0,0
180263,2568,45,93,2013-02-14,3.0,29.0,0
180274,8151,101,78,2013-02-14,1.0,31.0,0
180317,5773,74,51,2013-02-14,1.0,29.0,0
180325,4687,64,46,2013-02-14,0.0,38.0,0
180340,8226,102,77,2013-02-14,1.0,31.0,0
180393,11034,137,41,2013-02-14,3.0,30.0,0
180396,10322,128,51,2013-02-14,0.0,24.0,0
180405,4843,65,87,2013-02-14,3.0,17.0,0
180419,7163,89,48,2013-02-14,1.0,14.0,0
180428,10156,126,54,2013-02-14,1.0,28.0,0
180451,10390,129,35,2013-02-14,0.0,45.0,0
180453,8645,108,30,2013-02-14,0.0,31.0,0
180455,9461,118,34,2013-02-14,0.0,14.0,0
180457,10342,128,71,2013-02-14,0.0,13.0,0
180474,11781,148,34,2013-02-14,1.0,10.0,0
180492,4571,63,45,2013-02-14,0.0,31.0,0
180498,10323,128,52,2013-02-14,0.0,25.0,0
180504,5967,76,51,2013-02-14,1.0,27.0,0
180517,11440,142,51,2013-02-14,1.0,37.0,0
180543,8894,111,41,2013-02-14,0.0,30.0,0
180549,8227,102,78,2013-02-14,2.0,30.0,0
180557,10055,125,38,2013-02-14,0.0,50.0,0
180560,5872,75,54,2013-02-14,0.0,26.0,0
180564,10154,126,52,2013-02-14,2.0,25.0,0
180623,8642,108,27,2013-02-14,0.0,31.0,0
180639,8712,109,19,2013-02-14,0.0,16.0,0
180640,5993,76,77,2013-02-14,0.0,20.0,0
180650,3261,51,95,2013-02-14,2.0,20.0,0
180652,5584,72,59,2013-02-14,0.0,74.0,0
180667,5486,71,62,2013-02-14,1.0,33.0,0
180699,8458,105,78,2013-02-14,1.0,23.0,0
180704,10902,135,65,2013-02-14,0.0,6.0,0
180706,11693,146,41,2013-02-14,0.0,14.0,0
180710,10152,126,50,2013-02-14,2.0,24.0,0
180712,5155,68,53,2013-02-14,1.0,128.0,0
180725,5987,76,71,2013-02-14,0.0,15.0,0
180737,5719,73,94,2013-02-14,1.0,5.0,0
180778,6989,87,47,2013-02-14,0.0,15.0,0
180780,4699,64,58,2013-02-14,0.0,115.0,0
180794,7165,89,50,2013-02-14,0.0,13.0,0
180799,4696,64,55,2013-02-14,1.0,145.0,0
180827,11430,142,41,2013-02-14,2.0,20.0,0
180853,5273,69,57,2013-02-14,0.0,111.0,0
180856,5156,68,54,2013-02-14,10.0,128.0,1
180879,8842,110,71,2013-02-14,0.0,16.0,0
180921,11357,141,50,2013-02-14,1.0,37.0,0
180936,10649,132,52,2013-02-14,0.0,21.0,0
180967,11044,137,51,2013-02-14,1.0,29.0,0
181011,8648,108,33,2013-02-14,0.0,36.0,0
181015,4273,60,92,2013-02-14,0.0,9.0,0
181074,5153,68,51,2013-02-14,2.0,116.0,0
181096,5969,76,53,2013-02-14,0.0,25.0,0
181121,5152,68,50,2013-02-14,0.0,108.0,0
181131,4574,63,48,2013-02-14,1.0,60.0,0
181166,2911,48,91,2013-02-14,2.0,18.0,0
181178,5892,75,74,2013-02-14,0.0,19.0,0
181181,8643,108,28,2013-02-14,0.0,34.0,0
181191,10392,129,37,2013-02-14,2.0,64.0,0
181192,11735,147,33,2013-02-14,0.0,9.0,0
181273,5485,71,61,2013-02-14,1.0,39.0,0
181274,9259,115,75,2013-02-14,0.0,16.0,0
181338,4929,66,57,2013-02-28,1.0,103.0,0
181342,5719,73,94,2013-02-28,0.0,4.0,0
181448,4928,66,56,2013-02-28,2.0,114.0,0
181474,8987,112,51,2013-02-28,0.0,30.0,0
181542,8768,109,75,2013-02-28,0.0,10.0,0
181555,7623,95,19,2013-02-28,0.0,13.0,0
181570,4691,64,50,2013-02-28,1.0,107.0,0
181648,5040,67,53,2013-02-28,6.0,121.0,1
181675,4923,66,51,2013-02-28,1.0,109.0,0
181698,5802,74,80,2013-02-28,1.0,32.0,0
181710,4237,60,56,2013-02-28,0.0,54.0,0
181733,5039,67,52,2013-02-28,1.0,118.0,0
181739,4238,60,57,2013-02-28,3.0,48.0,0
181744,9381,117,32,2013-02-28,0.0,27.0,0
181754,6615,83,38,2013-02-28,0.0,18.0,0
181790,2453,44,94,2013-02-28,0.0,29.0,0
181806,5812,74,90,2013-02-28,1.0,6.0,0
181808,5044,67,57,2013-02-28,7.0,100.0,1
181881,11357,141,50,2013-02-28,2.0,32.0,0
181895,4921,66,49,2013-02-28,0.0,85.0,0
181913,5042,67,55,2013-02-28,6.0,121.0,1
181918,10877,135,40,2013-02-28,1.0,28.0,0
181929,11693,146,41,2013-02-28,2.0,12.0,0
181940,4922,66,50,2013-02-28,0.0,105.0,0
181946,5043,67,56,2013-02-28,3.0,111.0,0
181972,4236,60,55,2013-02-28,1.0,68.0,0
181976,4575,63,49,2013-02-28,1.0,83.0,0
181987,5041,67,54,2013-02-28,2.0,123.0,0
182019,4924,66,52,2013-02-28,2.0,122.0,0
182020,5809,74,87,2013-02-28,0.0,12.0,0
182052,8894,111,41,2013-02-28,0.0,36.0,0
182058,5872,75,54,2013-02-28,1.0,39.0,0
182085,9243,115,58,2013-02-28,0.0,27.0,0
182095,5046,67,59,2013-02-28,1.0,76.0,0
182110,4926,66,54,2013-02-28,2.0,126.0,0
182112,10342,128,71,2013-02-28,0.0,18.0,0
182120,8186,102,37,2013-02-28,0.0,10.0,0
182128,4927,66,55,2013-02-28,2.0,124.0,0
182152,11034,137,41,2013-02-28,1.0,24.0,0
182192,10296,128,25,2013-02-28,2.0,15.0,0
182254,2457,44,98,2013-02-28,0.0,25.0,0
182260,1637,37,103,2013-02-28,0.0,22.0,0
182277,4574,63,48,2013-02-28,1.0,61.0,0
182280,8881,111,28,2013-02-28,0.0,24.0,0
182293,8258,103,32,2013-02-28,0.0,28.0,0
182299,9502,118,75,2013-02-28,1.0,16.0,0
182307,5045,67,58,2013-02-28,1.0,93.0,0
182345,4386,61,92,2013-02-28,0.0,23.0,0
182373,4925,66,53,2013-02-28,1.0,125.0,0
182401,2452,44,93,2013-02-28,2.0,25.0,0
182404,5038,67,51,2013-02-28,4.0,105.0,0
182414,5677,73,52,2013-02-28,2.0,59.0,0
182421,5783,74,61,2013-02-28,4.0,33.0,0
182492,6989,87,47,2013-02-28,0.0,11.0,0
182521,9259,115,75,2013-02-28,0.0,16.0,0
182547,5892,75,74,2013-02-28,0.0,43.0,0
182582,4688,64,47,2013-02-28,2.0,46.0,0
182648,11735,147,33,2013-02-28,1.0,6.0,0
182654,2096,41,94,2013-02-28,2.0,30.0,0
182684,10397,129,42,2013-02-28,1.0,45.0,0
182701,10953,136,38,2013-02-28,0.0,27.0,0
182726,5694,73,69,2013-02-28,1.0,31.0,0
182743,4577,63,51,2013-02-28,1.0,109.0,0
182744,8968,112,32,2013-02-28,1.0,27.0,0
182761,10798,134,41,2013-02-28,3.0,31.0,0
182771,9257,115,73,2013-02-28,1.0,16.0,0
182776,8811,110,40,2013-02-28,0.0,35.0,0
182794,5695,73,70,2013-02-28,2.0,32.0,0
182838,11044,137,51,2013-02-28,1.0,28.0,0
182841,10143,126,41,2013-02-28,0.0,46.0,0
182848,4273,60,92,2013-02-28,1.0,20.0,0
182853,9420,117,75,2013-02-28,0.0,16.0,0
182869,5676,73,51,2013-02-28,1.0,56.0,0
182879,10902,135,65,2013-02-28,0.0,5.0,0
182886,9093,113,73,2013-02-28,2.0,18.0,0
182904,5675,73,50,2013-02-28,0.0,56.0,0
182917,8842,110,71,2013-02-28,0.0,18.0,0
182923,3147,50,96,2013-02-28,0.0,24.0,0
182971,4959,66,87,2013-02-28,1.0,23.0,0
182993,5774,74,52,2013-02-28,1.0,38.0,0
183005,3262,51,96,2013-02-28,1.0,19.0,0
183007,4578,63,52,2013-02-28,0.0,129.0,0
183024,5686,73,61,2013-02-28,2.0,37.0,0
183029,8956,112,20,2013-02-28,0.0,15.0,0
183036,4128,59,59,2013-02-28,0.0,37.0,0
183044,10154,126,52,2013-02-28,2.0,34.0,0
183057,10908,135,71,2013-02-28,1.0,17.0,0
183067,4585,63,59,2013-02-28,0.0,83.0,0
183075,4835,65,79,2013-02-28,3.0,31.0,0
183079,8304,103,78,2013-02-28,0.0,12.0,0
183080,5778,74,56,2013-02-28,1.0,53.0,0
183082,4127,59,58,2013-02-28,0.0,38.0,0
183084,4979,66,107,2013-02-28,2.0,8.0,0
183128,10152,126,50,2013-02-28,1.0,33.0,0
183132,7165,89,50,2013-02-28,1.0,11.0,0
183134,3261,51,95,2013-02-28,4.0,20.0,0
183154,5776,74,54,2013-02-28,0.0,47.0,0
183168,5684,73,59,2013-02-28,0.0,62.0,0
183210,8303,103,77,2013-02-28,1.0,13.0,0
183213,10392,129,37,2013-02-28,0.0,52.0,0
183253,4687,64,46,2013-02-28,1.0,38.0,0
183254,10323,128,52,2013-02-28,1.0,34.0,0
183268,11781,148,34,2013-02-28,2.0,7.0,0
183301,10390,129,35,2013-02-28,0.0,37.0,0
183305,9461,118,34,2013-02-28,0.0,25.0,0
183311,10156,126,54,2013-02-28,2.0,39.0,0
183312,4571,63,45,2013-02-28,1.0,27.0,0
183320,7163,89,48,2013-02-28,0.0,15.0,0
183326,8106,101,33,2013-02-28,0.0,20.0,0
183337,5679,73,54,2013-02-28,1.0,69.0,0
183347,4149,59,80,2013-02-28,0.0,8.0,0
183350,10157,126,55,2013-02-28,1.0,38.0,0
183357,4831,65,75,2013-02-28,1.0,35.0,0
183398,10322,128,51,2013-02-28,1.0,34.0,0
183400,4843,65,87,2013-02-28,1.0,24.0,0
183416,11266,140,41,2013-02-28,1.0,16.0,0
183422,10155,126,53,2013-02-28,3.0,35.0,0
183440,4126,59,57,2013-02-28,3.0,42.0,0
183443,8226,102,77,2013-02-28,0.0,13.0,0
183458,5773,74,51,2013-02-28,3.0,38.0,0
183467,4833,65,77,2013-02-28,2.0,33.0,0
183508,4982,66,110,2013-02-28,0.0,6.0,0
183518,8227,102,78,2013-02-28,0.0,12.0,0
183525,8151,101,78,2013-02-28,0.0,13.0,0
183534,9378,117,29,2013-02-28,2.0,22.0,0
183538,4807,65,51,2013-02-28,1.0,113.0,0
183602,9485,118,58,2013-02-28,1.0,29.0,0
183604,9404,117,55,2013-02-28,0.0,45.0,0
183614,4468,62,58,2013-02-28,1.0,77.0,0
183617,4576,63,50,2013-02-28,1.0,102.0,0
183663,8799,110,28,2013-02-28,0.0,29.0,0
183700,4809,65,53,2013-02-28,0.0,133.0,0
183738,3187,51,21,2013-02-28,2.0,6.0,0
183753,8331,104,28,2013-02-28,0.0,34.0,0
183755,10223,127,37,2013-02-28,2.0,48.0,0
183795,9623,120,30,2013-02-28,0.0,26.0,0
183799,7176,89,61,2013-02-28,1.0,10.0,0
183802,4808,65,52,2013-02-28,1.0,129.0,0
183807,8250,103,24,2013-02-28,2.0,31.0,0
183841,4803,65,47,2013-02-28,0.0,45.0,0
183852,2338,43,98,2013-02-28,2.0,27.0,0
183876,4349,61,55,2013-02-28,3.0,79.0,0
183877,4573,63,47,2013-02-28,0.0,46.0,0
183890,4802,65,46,2013-02-28,0.0,37.0,0
183917,10219,127,33,2013-02-28,0.0,35.0,0
183920,4350,61,56,2013-02-28,0.0,65.0,0
183977,9402,117,53,2013-02-28,3.0,39.0,0
183999,7177,89,62,2013-02-28,0.0,10.0,0
184026,6340,80,40,2013-02-28,0.0,11.0,0
184052,5865,75,47,2013-02-28,0.0,20.0,0
184087,4348,61,54,2013-02-28,2.0,80.0,0
184089,7422,92,61,2013-02-28,1.0,9.0,0
184097,8978,112,42,2013-02-28,3.0,35.0,0
184101,10139,126,37,2013-02-28,2.0,51.0,0
184111,8808,110,37,2013-02-28,1.0,38.0,0
184158,4815,65,59,2013-02-28,0.0,84.0,0
184161,5697,73,72,2013-02-28,1.0,41.0,0
184164,10228,127,42,2013-02-28,0.0,42.0,0
184186,10311,128,40,2013-02-28,3.0,47.0,0
184198,10227,127,41,2013-02-28,1.0,44.0,0
184202,4814,65,58,2013-02-28,0.0,100.0,0
184224,8973,112,37,2013-02-28,0.0,38.0,0
184239,2369,44,8,2013-02-28,0.0,7.0,0
184240,4572,63,46,2013-02-28,0.0,38.0,0
184244,8970,112,34,2013-02-28,0.0,37.0,0
184260,5696,73,71,2013-02-28,2.0,35.0,0
184261,10140,126,38,2013-02-28,0.0,48.0,0
184263,10987,136,72,2013-02-28,0.0,10.0,0
184269,11043,137,50,2013-02-28,3.0,29.0,0
184292,6349,80,49,2013-02-28,1.0,16.0,0
184311,10312,128,41,2013-02-28,1.0,47.0,0
184354,11348,141,41,2013-02-28,1.0,17.0,0
184380,11042,137,49,2013-02-28,0.0,29.0,0
184384,4811,65,55,2013-02-28,0.0,132.0,0
184411,4580,63,54,2013-02-28,2.0,133.0,0
184412,10828,134,71,2013-02-28,1.0,17.0,0
184456,4810,65,54,2013-02-28,3.0,134.0,0
184474,5701,73,76,2013-02-28,1.0,46.0,0
184480,11686,146,34,2013-02-28,0.0,7.0,0
184500,9408,117,59,2013-02-28,2.0,22.0,0
184520,10310,128,39,2013-02-28,0.0,49.0,0
