,unique_id,x_index,y_index,time_bin,crime_count,neighbor_1_1,neighbor_2_1,neighbor_3_1,neighbor_1_2,neighbor_3_2,neighbor_1_3,neighbor_2_3,neighbor_3_3,hotspot
72185,5701,73,76,2012-07-19,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0
72201,5719,73,94,2012-07-19,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
72231,5773,74,51,2012-07-19,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0
72232,5774,74,52,2012-07-19,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0
72234,5776,74,54,2012-07-19,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
72236,5778,74,56,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72241,5783,74,61,2012-07-19,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0
72260,5802,74,80,2012-07-19,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0
72267,5809,74,87,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72270,5812,74,90,2012-07-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72303,5865,75,47,2012-07-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
72310,5872,75,54,2012-07-19,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0
72330,5892,75,74,2012-07-19,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0
72375,5955,76,39,2012-07-19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
72387,5967,76,51,2012-07-19,2.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0
72388,5968,76,52,2012-07-19,3.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0
72389,5969,76,53,2012-07-19,3.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0
72395,5975,76,59,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0
72397,5977,76,61,2012-07-19,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0
72406,5987,76,71,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
72412,5993,76,77,2012-07-19,2.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0
72450,6048,77,34,2012-07-19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72451,6049,77,35,2012-07-19,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
72468,6066,77,52,2012-07-19,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0
72475,6073,77,59,2012-07-19,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
72476,6074,77,60,2012-07-19,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0
72478,6076,77,62,2012-07-19,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0
72562,6172,78,61,2012-07-19,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0
72572,6182,78,71,2012-07-19,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
72690,6340,80,40,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72699,6349,80,49,2012-07-19,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
72882,6609,83,32,2012-07-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72883,6610,83,33,2012-07-19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
72888,6615,83,38,2012-07-19,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
73046,6819,85,60,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73174,6989,87,47,2012-07-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
73245,7079,88,47,2012-07-19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
73250,7084,88,52,2012-07-19,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
73315,7163,89,48,2012-07-19,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
73317,7165,89,50,2012-07-19,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
73327,7176,89,61,2012-07-19,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
73328,7177,89,62,2012-07-19,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
73461,7339,91,60,2012-07-19,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
73532,7422,92,61,2012-07-19,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
73615,7520,93,77,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
73698,7623,95,19,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73927,7897,98,56,2012-07-19,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
73944,7915,98,74,2012-07-19,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
74008,7990,99,72,2012-07-19,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0
74009,7991,99,73,2012-07-19,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0
74101,8106,101,33,2012-07-19,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
74141,8151,101,78,2012-07-19,0.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,0.0,0
74168,8186,102,37,2012-07-19,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0
74201,8226,102,77,2012-07-19,4.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,0
74202,8227,102,78,2012-07-19,3.0,2.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0
74216,8250,103,24,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
74224,8258,103,32,2012-07-19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74265,8303,103,77,2012-07-19,3.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0
74266,8304,103,78,2012-07-19,1.0,4.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0
74282,8331,104,28,2012-07-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74330,8381,104,78,2012-07-19,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0
74338,8399,105,19,2012-07-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74345,8406,105,26,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74351,8412,105,32,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
74394,8458,105,78,2012-07-19,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
74401,8479,106,21,2012-07-19,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0
74410,8488,106,30,2012-07-19,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0
74416,8494,106,36,2012-07-19,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0
74458,8554,107,17,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74461,8557,107,20,2012-07-19,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
74469,8565,107,28,2012-07-19,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0
74479,8575,107,38,2012-07-19,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0
74534,8642,108,27,2012-07-19,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0
74535,8643,108,28,2012-07-19,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
74536,8644,108,29,2012-07-19,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0
74537,8645,108,30,2012-07-19,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
74540,8648,108,33,2012-07-19,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0
74543,8651,108,36,2012-07-19,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
74545,8653,108,38,2012-07-19,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
74549,8657,108,42,2012-07-19,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
74558,8666,108,51,2012-07-19,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
74560,8668,108,53,2012-07-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74593,8712,109,19,2012-07-19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
74602,8721,109,28,2012-07-19,1.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0
74609,8728,109,35,2012-07-19,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0
74630,8749,109,56,2012-07-19,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
74635,8754,109,61,2012-07-19,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
74642,8761,109,68,2012-07-19,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
74643,8762,109,69,2012-07-19,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0
74644,8763,109,70,2012-07-19,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0
74645,8764,109,71,2012-07-19,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
74646,8765,109,72,2012-07-19,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0
74649,8768,109,75,2012-07-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74668,8799,110,28,2012-07-19,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0
74675,8806,110,35,2012-07-19,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74677,8808,110,37,2012-07-19,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
74680,8811,110,40,2012-07-19,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0
74711,8842,110,71,2012-07-19,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74736,8881,111,28,2012-07-19,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
74749,8894,111,41,2012-07-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
74797,8956,112,20,2012-07-19,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
74809,8968,112,32,2012-07-19,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
74811,8970,112,34,2012-07-19,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0
74814,8973,112,37,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74815,8974,112,38,2012-07-19,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0
74819,8978,112,42,2012-07-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0
74828,8987,112,51,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
74884,9061,113,41,2012-07-19,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0
74894,9071,113,51,2012-07-19,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
74916,9093,113,73,2012-07-19,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
74990,9211,115,26,2012-07-19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
74991,9212,115,27,2012-07-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
75013,9236,115,51,2012-07-19,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0
75020,9243,115,58,2012-07-19,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
75028,9257,115,73,2012-07-19,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
75030,9259,115,75,2012-07-19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0
75066,9317,116,49,2012-07-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75072,9323,116,55,2012-07-19,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0
75075,9326,116,58,2012-07-19,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
75097,9378,117,29,2012-07-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75100,9381,117,32,2012-07-19,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0
75119,9402,117,53,2012-07-19,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0
75121,9404,117,55,2012-07-19,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0
75125,9408,117,59,2012-07-19,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0
75135,9420,117,75,2012-07-19,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0
75154,9461,118,34,2012-07-19,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
75174,9485,118,58,2012-07-19,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75191,9502,118,75,2012-07-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75270,9623,120,30,2012-07-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
75298,9652,120,59,2012-07-19,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0
75299,9653,120,60,2012-07-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0
75376,9747,121,71,2012-07-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
75441,9834,122,74,2012-07-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75490,9906,123,60,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
75503,9920,123,74,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75528,9967,124,35,2012-07-19,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
75544,9983,124,51,2012-07-19,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0
75567,10006,124,74,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
75598,10054,125,37,2012-07-19,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0
75599,10055,125,38,2012-07-19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0
75612,10068,125,51,2012-07-19,1.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,2.0,0
75613,10069,125,52,2012-07-19,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0
75656,10137,126,35,2012-07-19,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0
75658,10139,126,37,2012-07-19,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0
75659,10140,126,38,2012-07-19,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0
75662,10143,126,41,2012-07-19,1.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,2.0,0
75671,10152,126,50,2012-07-19,4.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0
75673,10154,126,52,2012-07-19,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
75674,10155,126,53,2012-07-19,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
75675,10156,126,54,2012-07-19,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0
75676,10157,126,55,2012-07-19,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
75714,10219,127,33,2012-07-19,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
75718,10223,127,37,2012-07-19,3.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0
75722,10227,127,41,2012-07-19,4.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0
75723,10228,127,42,2012-07-19,2.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0
75765,10296,128,25,2012-07-19,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75779,10310,128,39,2012-07-19,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0
75780,10311,128,40,2012-07-19,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0
75781,10312,128,41,2012-07-19,1.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,0
75791,10322,128,51,2012-07-19,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
75792,10323,128,52,2012-07-19,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
75810,10342,128,71,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
75832,10390,129,35,2012-07-19,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
75834,10392,129,37,2012-07-19,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
75839,10397,129,42,2012-07-19,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0
75891,10470,130,34,2012-07-19,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
75894,10473,130,37,2012-07-19,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0
75928,10508,130,72,2012-07-19,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0
75955,10554,131,37,2012-07-19,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0
75956,10555,131,38,2012-07-19,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0
75963,10562,131,45,2012-07-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
76008,10634,132,37,2012-07-19,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
76009,10635,132,38,2012-07-19,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0
76012,10638,132,41,2012-07-19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
76023,10649,132,52,2012-07-19,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
76041,10669,132,72,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0
76066,10718,133,41,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
76071,10723,133,46,2012-07-19,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
76075,10727,133,50,2012-07-19,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
76096,10749,133,72,2012-07-19,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
76125,10798,134,41,2012-07-19,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
76153,10828,134,71,2012-07-19,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0
76176,10877,135,40,2012-07-19,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0
76196,10902,135,65,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76202,10908,135,71,2012-07-19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
76215,10953,136,38,2012-07-19,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76246,10987,136,72,2012-07-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76262,11034,137,41,2012-07-19,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
76270,11042,137,49,2012-07-19,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0
76271,11043,137,50,2012-07-19,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
76272,11044,137,51,2012-07-19,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
76297,11107,138,37,2012-07-19,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
76309,11119,138,49,2012-07-19,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0
76310,11120,138,50,2012-07-19,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0
76312,11122,138,52,2012-07-19,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0
76346,11186,139,41,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76357,11197,139,52,2012-07-19,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
76387,11266,140,41,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
76427,11348,141,41,2012-07-19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0
76436,11357,141,50,2012-07-19,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0
76475,11430,142,41,2012-07-19,5.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1
76484,11439,142,50,2012-07-19,5.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,1.0,1
76485,11440,142,51,2012-07-19,0.0,1.0,1.0,0.0,5.0,2.0,6.0,1.0,3.0,0
76486,11441,142,52,2012-07-19,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0
76512,11508,143,41,2012-07-19,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0
76517,11513,143,46,2012-07-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76518,11514,143,47,2012-07-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76519,11515,143,48,2012-07-19,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0
76520,11516,143,49,2012-07-19,3.0,0.0,0.0,5.0,0.0,6.0,0.0,3.0,3.0,0
76521,11517,143,50,2012-07-19,6.0,0.0,5.0,0.0,3.0,1.0,3.0,3.0,0.0,1
76562,11586,144,48,2012-07-19,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0
76563,11587,144,49,2012-07-19,3.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0
76612,11686,146,34,2012-07-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76619,11693,146,41,2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76635,11735,147,33,2012-07-19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0
76658,11781,148,34,2012-07-19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76676,11822,149,34,2012-07-19,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76881,1290,33,96,2012-08-02,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0
76883,1292,33,98,2012-08-02,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
76903,1370,34,97,2012-08-02,3.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0
76904,1371,34,98,2012-08-02,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0
76929,1448,35,101,2012-08-02,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
76944,1522,36,95,2012-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76992,1637,37,103,2012-08-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
77029,1752,38,100,2012-08-02,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
77030,1753,38,101,2012-08-02,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0
77153,2096,41,94,2012-08-02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
77247,2338,43,98,2012-08-02,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
77256,2369,44,8,2012-08-02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77296,2452,44,93,2012-08-02,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
77297,2453,44,94,2012-08-02,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
77301,2457,44,98,2012-08-02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
77345,2568,45,93,2012-08-02,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0
77403,2687,46,97,2012-08-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
77443,2795,47,91,2012-08-02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
77449,2801,47,97,2012-08-02,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77496,2911,48,91,2012-08-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
77610,3147,50,96,2012-08-02,2.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,0
77628,3187,51,21,2012-08-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77671,3261,51,95,2012-08-02,4.0,0.0,0.0,2.0,2.0,3.0,1.0,4.0,0.0,0
77672,3262,51,96,2012-08-02,3.0,0.0,2.0,1.0,4.0,0.0,4.0,0.0,0.0,0
77797,3486,53,92,2012-08-02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
78089,4013,58,55,2012-08-02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
78093,4017,58,59,2012-08-02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
78157,4126,59,57,2012-08-02,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
78158,4127,59,58,2012-08-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
78159,4128,59,59,2012-08-02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
78169,4149,59,80,2012-08-02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
78218,4236,60,55,2012-08-02,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1
78219,4237,60,56,2012-08-02,1.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,0
78220,4238,60,57,2012-08-02,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0
78245,4273,60,92,2012-08-02,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
